Store,Dry_Grocery,Dairy,Frozen_Food,Meat,Produce,Floral,Deli,Bakery,General_Merchandise,Segment,Address,City,State,Zip,Type
S0063,0.4187923800996686,0.11388724505772926,0.08499797381680946,0.10567338331302564,0.13542419397640323,0.009299070244816741,0.0299335161934392,0.02913148221880295,0.07286075507930491,1,4520 W Sunset Blvd,Los Angeles,CA,90028,Existing
S0064,0.43647462380347796,0.10732474152507199,0.07133483653949586,0.11465917455438775,0.12279597935433235,0.00957445158460925,0.03966208731758462,0.043817105578674555,0.05435699974236557,1,9119 Reseda Blvd,Northridge,CA,91324,Existing
S0065,0.4196218528617387,0.10699837966436657,0.07330147414207962,0.11258867493677498,0.12242797021275101,0.011574041906528613,0.03863861145284081,0.030976331335405984,0.08387266348751378,1,2340 Foothill Blvd,La Verne,CA,91750,Existing
S0066,0.4512102383612183,0.099513236219025,0.08297234464827176,0.10570763843969315,0.08558882805942479,0.008630660749725351,0.039948232361596385,0.025230396729849173,0.10119842443119588,0,522 Orange St,Redlands,CA,92374,Existing
S0067,0.46026549691201185,0.09931789403008766,0.08095617888199445,0.12256425085258434,0.10198807944353326,0.005988969903513727,0.0434799171855492,0.02451535986405658,0.060923852926668916,2,660 E Los Angeles Ave,Simi Valley,CA,93065,Existing
S0068,0.4408586329652381,0.10007639814948761,0.07580713498694079,0.1029622287867084,0.12299477330608576,0.009385512978790993,0.045918342162865756,0.03608280302996865,0.0659141736339139,1,1011 N San Fernando Blvd,Burbank,CA,91504,Existing
S0069,0.41331893708272477,0.10607958166859455,0.07760971502975737,0.1123135591362284,0.13325201950957677,0.007913021399930695,0.041580939917091136,0.037147968015137714,0.07078425824095844,1,1440 W 25th St,San Pedro,CA,90732,Existing
S0070,0.43968527776992,0.09752840824076031,0.07686692812795909,0.10074150790678582,0.11348622321544084,0.007825207630134497,0.037787466137100566,0.023328249756173074,0.10275073121572588,0,4550 Atlantic Ave,Long Beach,CA,90807,Existing
S0071,0.4444238609273877,0.09819197666542626,0.06870982801162195,0.13443880216705814,0.1013141439101067,0.005953271878273853,0.04298202652986231,0.021500648217285846,0.08248544169297718,0,1270 E Main St,Barstow,CA,92311,Existing
S0072,0.4397095688605245,0.09278848157486118,0.06337342891009716,0.12556380487881522,0.10896988698735591,0.007558701348934525,0.04405620427145963,0.018201362769458784,0.09977856039849285,0,729 N H St,Lompoc,CA,93436,Existing
S0073,0.43602296131266616,0.09777638775931377,0.07785705464255518,0.10542273133157676,0.12446110288583213,0.008669015568251762,0.042505250941896826,0.03604541372051313,0.0712400818373942,1,175 N Fairview Ave,Goleta,CA,93117,Existing
S0074,0.456377655788528,0.1030036190657984,0.0789670987428504,0.13193261000674286,0.09306374040700646,0.00508630464854778,0.03736927444774211,0.03315770072421816,0.06104199616856563,2,777 S Glendora Ave,West Covina,CA,91790,Existing
S0075,0.4311268543410157,0.0977621125099834,0.07550269281311303,0.1592183350660383,0.11449991092995078,0.00455906293450597,0.051567834732264395,0.01603118296157842,0.04973201371154998,2,870 3rd Ave,Chula Vista,CA,91911,Existing
S0076,0.43872342654325447,0.09909317215218061,0.08194586150463834,0.10977626834825216,0.1152327448391868,0.011701143270117264,0.041655401762666716,0.02610709707314055,0.07576488450656303,1,7311 N Figueroa St,Los Angeles,CA,90041,Existing
S0077,0.4389461137493851,0.10303992591671167,0.08182537109073666,0.10618446709826403,0.11793568346761976,0.010849721188600578,0.0380894412787234,0.03924402506382716,0.06388525114613182,1,163 S Turnpike Rd,Goleta,CA,93111,Existing
S0078,0.4314815493786944,0.11966055648418848,0.0880517592549444,0.11185709603685738,0.1273286935796737,0.007192565187811348,0.0362736263036397,0.025209404438440452,0.05294474933575031,1,3855 State St,Santa Barabra,CA,93105,Existing
S0079,0.46406422884822146,0.09600200273424858,0.07686038110995241,0.1208885341551507,0.09897003084882283,0.007747706399538003,0.04039670113644621,0.02274318178216337,0.07232723298545649,0,3027 Rancho Vista Blvd,Palmdale,CA,93551,Existing
S0080,0.4767081152049508,0.10620776474020197,0.08221474717830773,0.10129456979282679,0.08261649714167474,0.007712471926138545,0.03625868981581657,0.02424484293866913,0.08274230126141355,0,29530 Rancho California Rd,Temecula,CA,92591,Existing
S0081,0.4232799098756262,0.10208863619795466,0.0865922135077673,0.12349260634546147,0.11666552938982032,0.00847526987887006,0.038955945832324,0.04294436930469701,0.057505519667478966,1,24325 Crenshaw Blvd,Torrance,CA,90503,Existing
S0082,0.46099497931713934,0.10075955643953363,0.07528987999637715,0.11360998133777644,0.10149001725771199,0.005269350836121215,0.048266742485953744,0.03521238640440206,0.0591071059249843,2,42170 Big Bear Blvd,Big Bear Lake,CA,92315,Existing
S0083,0.44787259101831506,0.10886451573279214,0.08379324332864667,0.10946889989975511,0.11744324142642841,0.007097024100506714,0.03188463167704032,0.02520627977619831,0.06836957304031731,1,130 W Foothill Blvd,Monrovia,CA,91016,Existing
S0084,0.46030596637241517,0.10634345547501896,0.09440844077740887,0.10593586198861187,0.10082423906928152,0.006377331544663149,0.04014954421910663,0.022118602809202567,0.06353655774429147,2,5500 Woodruff Ave,Lakewood,CA,90713,Existing
S0085,0.42423991684414025,0.11256324266889052,0.07525700984398632,0.11523169628661957,0.1252510244232171,0.01063530004535431,0.03129979102705279,0.036952208562916054,0.06856981029782304,1,561 N Glendale Ave,Glendale,CA,91206,Existing
